track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,shazam_counts,explicit_track
CCC - Remix,CCC (Remix) - Single,Michelle Maciel,2023-09-01,UYB282379019,"3,715",22,127818826,8847,5073881,67,79764064,303155,182200,26534406,265917250,2518170,5,5954,86,7,629291,3,5634765,1101,229633,0
Carnival,Carnival Pack - EP,Kanye West,2024-02-08,QZA742422174,"3,711",22,465320426,324,228188,67,148269610,1257935,182200,26534406,265917250,98142716,26,1,86,15,237120,17,12735768,7832,854584,0
SEVILLA,SEVILLA,Thrife,2022-08-12,SE6XW2288884,"3,725",22,26054526,23652,1011837,41,1500755,20564,1585725,76687884,769574589,98142716,1,8,86,1,2681,1,12735768,7832,298281,1
Chana Tera Shukriya,Jogiya Koe,Tanveer Anjum,2023-07-15,DGA062354084,"3,717",22,9015,4,95,6,148269610,1257935,1200000,2363999,55049957,98142716,28,5954,86,15,237120,17,12735768,7832,212,0
Caramelo - Remix,Caramelo (Remix),Leoo Remix,2020-10-01,QZNJV2032699,"3,733",22,144767,82,2477,67,697719336,3167472,182200,26534406,265917250,171565650,28,5954,86,15,237120,17,12735768,7832,854584,0
GHOST!,GHOST!,phonk.me,2022-12-02,QZTB22273485,"3,713",22,127080399,24672,15850206,67,62472711,883285,182200,26534406,265917250,98142716,7,5954,86,5,124957,17,423039,354,311493,0
CUTE DEPRESSED,Cute Depressed - Single,Dyan Dxddy,2024-02-02,QZZ662413549,"3,726",22,54477192,3729,21277335,77,36326774,890834,182200,3460300,41400000,98142716,2,1,86,1,378,17,12735768,7832,120049,1
Lioness,Lioness,Swedish House Mafia,2024-06-07,USUG12403371,"3,710",22,2480498,776,49144891,67,144589,5727,182200,26534406,265917250,98142716,24,32,86,23,1512955,27,37570,4,13506,0
MAï¿½ï¿½ANA SERï¿½ï¿,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-23,USUM72222550,"3,721",22,132811353,12970,4805498,66,53670834,569439,516300,12432832,163703206,98142716,9,4052,18,4,79090,20,27113778,7037,212091,0
My Heart Goes (La Di Da),Only Honest On The Weekend,Becky Hill,2021-08-20,GBUM72102422,"3,736",22,300361628,57447,23619962,63,73752014,482554,3082,633965,11785929,18021243,94,104475,25,47,408539,46,11794498,1503,1988562,0
ONLY,ONLY,LeeHi,2021-08-27,KRC712100039,"3,724",22,335212411,50340,7777287,71,154369917,1963254,411400,224149612,1513137827,5539129,8,3885,8,1,1895,17,260052,1206,959210,0
Avalon,Avalon,$uicideboy$,2021-05-21,QZAPK2000176,"3,723",22,204669341,54797,3940409,65,49001959,441894,17568,4312773,49284460,65798617,2,14,86,15,237120,17,4218125,3630,288456,1
Puro Campeï¿½,Puro Campeï¿½ï¿½n - Si,Grupo Marca Registrada,2022-10-14,USA2P2243895,"3,708",22,162996272,20521,5076875,61,137834966,708557,265100,5676478,72517463,98142716,5,47,86,15,237120,17,16395222,1958,338327,0
Landmines,Landmines,Sum 41,2023-09-27,QMRSZ2302172,"3,748",22,18708085,6754,7014623,67,6801971,145932,182200,5671,68136,5104817,14,81065,204,4,159332,27,2902311,327,325793,1
Flowers,Flowers (Official Video),Miley Cyrus,2023-01-12,USSM22202811,"3,752",22,2031280633,1,92,67,148269610,1257935,182200,26534406,265917250,98142716,28,5954,86,15,237120,17,12735768,7832,854584,0
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,2023-04-28,ZB1OS2300183,"3,747",22,54611633,19814,4852560,61,25626713,241463,575800,50987040,681526979,98142716,38,3127,21,4,16548,4,12735768,7832,854584,1
DANCE CRIP,DANCE CRIP,Trueno,2021-11-17,ARRWN2000082,"3,754",22,265253887,50642,5259227,61,186689501,2429799,123504,81240604,704505804,48162048,25,5954,86,10,117988,10,12735768,7832,854584,1
stellar,stellar,.diedlonely,2023-06-23,QM3DF2222961,"3,742",22,44235866,6022,1268699,66,5698615,142632,919217,181638749,1776006642,98142716,4,6,86,1,43207,17,12735768,7832,363177,0
En Tu Perra Vida,En Tu Perra Vida,Grupo Firme,2021-05-12,QZDQH2143285,"3,740",22,265126606,24857,13763202,53,336327870,1617604,35300,7194400,92652072,18970945,14,3623,50,2,3684,21,56443526,10299,801181,1
Skin and Bones,Skin and Bones,David Kushner,2024-01-19,QZXDB2300047,"3,744",22,70354552,9185,8922438,67,19123011,368576,182200,6440333,45949903,123899368,17,1224,40,19,64690,21,1383422,761,854584,0
Shut up My Moms Calling - (Sped Up),Shut up My Moms Calling (Sped up),Hotel Ugly,2022-09-14,SE6XY2215995,"3,746",22,428290193,54042,7715768,75,148269610,1257935,182200,26534406,265917250,98142716,2,5954,86,2,27653,8,171307,954,697563,0
Spinnin,Spinnin,Connor Price,2022-10-21,QZTAS2238500,"3,741",22,164206429,49659,12999272,63,12484960,163647,25200,18960431,182197234,98142716,1,136,86,15,237120,17,3424202,2471,776674,0
BARBIEZ,Pa las Baby's Y Belikeada,Fuerza Regida,2023-10-20,QZ9QQ2300783,"3,759",22,90149537,6289,7279462,67,61433874,291107,17800,3515375,38602611,82109940,10,23,86,2,318,1,3835787,2723,333572,1
Coladin,Indï¿½ï¿½,Zï¿½ï¿½ Vaqu,2022-10-27,BCZZV2200032,"3,760",22,68110254,5563,9739787,62,220238857,1027402,293100,10599831,175981880,203704889,13,35,86,25,498753,2,678,7832,71663,0
Los Botones Azules,Mi Vida En Un Cigarro 2,Junior H,2022-02-11,USWL12200130,"3,758",22,409608018,35760,13777862,70,144073017,744920,121400,26034148,274609855,98142716,17,30,7,3,173358,8,39188317,8249,522412,0
All By Myself,All By Myself,Alok,2022-10-07,DEE862201655,"3,764",22,153478699,23576,35626223,68,8834684,103744,182200,26534406,265917250,13208107,66,157225,84,74,2068935,18,106577,65,1187709,0
Dj Balada Boa X Pika Pika Kawenimeri,Dj Balada Boa X Pika Pika Kawenimeri,DJ USUP,2022-03-02,SGB502208098,"3,762",22,302568,285,25137,7,148269610,1257935,2957617,99826326,2026344214,98142716,28,5954,86,15,237120,17,12735768,7832,854584,0
Joli bï¿½ï¿,Joli bï¿½ï¿,Naza,2020-09-11,FRX762022181,"3,755",22,131677140,35653,2205297,57,198494925,1095673,1502712,37799046,559416339,7459129,28,8632,86,13,168510,2,3269,7832,1009225,1
AMOR PROPIO,AMOR PROPIO,Grupo Frontera,2023-10-19,DGA0H2357875,"3,756",22,59582290,3988,5490306,67,72157125,363308,58300,9130133,102839961,253986639,4,1906,145,6,7084186,17,7059759,810,181211,0
Wreckage,Wreckage,Pearl Jam,2024-04-17,USUG12309753,"3,750",22,6247901,887,15777506,67,663933,13751,182200,26534406,265917250,98142716,20,21108,1,5,199564,40,961938,114,83381,1
Maybe Youï¿½ï¿½ï¿½re The P,Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,2022-04-28,USAT22203651,"3,761",22,181659395,24137,10925511,62,50640948,470130,7766,5336041,87012707,2764048939,53,186049,732,29,602060,12,3213326,1247,1366573,0
Lil Bit,Lil Bit,Nelly,2020-10-23,USQX92003343,"3,792",22,250828412,40989,10401884,61,47811498,451406,107173,16852819,158825909,197197,47,52253,156,3,78,22,269930288,58967,1557518,1
Nenas,Nenas,Anni K,2022-11-25,QZNW72249626,"3,790",22,22362,5,22387,10,312422708,1133105,182200,26534406,265917250,98142716,28,4,86,15,237120,17,12735768,7832,854584,0
Rainy Days,Layover,V,2023-08-11,USA2P2339028,"3,776",22,253540909,10383,13943814,70,67113019,3432701,866,1173702,5236353,119265847,4,1454,17,7,115953,6,2140518,455,258925,0
Disaster,Disaster - Single,KSLV Noh,2021-06-21,QZHNC2184834,"3,784",22,258379092,72424,23939335,65,54540038,1019009,789667,165449639,1863921422,28228,12,1,86,2,83044,17,12735768,7832,1139004,0
Feelings,Feelings,Sumit Goswami,2020-07-07,INS172001990,"3,773",22,42067554,4380,426039,54,698286046,7544844,78400,666432,7829359,156384597,28,5954,86,15,237120,17,12735768,7832,125809,0
Trouble With A Heartbreak,Trouble With A Heartbreak,Jason Aldean,2022-01-14,QMRSZ2102055,"3,770",22,54488988,10962,1379201,4,29552269,223336,12866,1632207,14048502,230979355,28,279457,77,1,8054,17,83448303,4944,854584,0
Los Collares,Los Collares,Oscar Maydon,2022-09-30,USANG2210588,"3,769",22,332741927,23892,9122511,72,150888295,609166,23800,10579568,86648762,98142716,5,5954,11,15,237120,1,244982,553,332463,0
BLAQ ON BLAQ (feat. Luciano),BLAQ ON BLAQ (feat. Luciano),HoodBlaq,2024-05-30,DEKF22400486,"3,772",22,8033479,1347,7618938,70,1247875,50363,182200,26534406,265917250,98142716,11,133,86,6,2740152,8,12735768,7832,11608,1
It's That Time,It's That Time,Marlon Hoffstadt,2023-04-21,QM4TX2371595,"3,789",22,29365536,28087,18522511,62,3502786,57445,13139,11053278,124006258,98142716,4,2430,86,4,84348,18,1387,7832,343152,0
Do Not Climb,Do Not Climb,Claps,2023-03-16,AUXN22297509,"3,780",22,2723,11,237,67,250777729,329563,182200,26534406,265917250,98142716,28,10,86,15,237120,17,12735768,7832,854584,0
Mï¿½ï¿½lanine (feat. Were,Mï¿½ï¿½la,Heuss L'enfoirï¿,2024-05-03,FRPZ92417040,"3,786",22,14500608,1528,6768397,71,7766177,77814,182200,26534406,265917250,98142716,18,784,86,16,18340167,20,12735768,7832,201571,1
Bakkal Amca,Bakkal Amca,Kukuli,2021-05-10,QZHN62167502,"3,775",22,5755295,850,54262,36,565493630,1545650,702,43785,1040868,98142716,28,17,86,15,237120,17,12735768,7832,22228,0
Martes 13,Martes 13 - Single,Luis R Conriquez,2024-05-17,QM6N22452000,"3,768",22,12809544,967,11244203,67,7124556,79550,182200,26534406,265917250,125856157,7,1,86,1,33919,10,479105,272,55391,1
Jom ka du me tï¿½ï¿,Jom ka du me tï¿½ï¿,Dafina Zeqiri,2024-05-31,QZNFJ2402633,"3,791",22,1196257,208,567656,57,7023287,34395,182200,26534406,265917250,98142716,2,1,86,15,237120,17,634,7832,7750,0
Long Journey,Nostalgia,Rod Wave,2023-09-15,USQX92305193,"3,765",22,26215354,6248,524752,67,16885737,135693,182200,7673272,63529208,10588113,2,11,86,15,237120,3,6571777,5569,172649,1
Dah Dah DahDah,Who is Nardo Wick?? (Deluxe),Nardo Wick,2022-07-22,USRC12202590,"3,766",22,142262820,53038,20272136,63,35675859,373352,134014,53648356,365465494,323596,18,2393,125,3,25942,21,23389178,10534,854584,1
Cab In A Solo,Cab In A Solo - Single,Scotty McCreery,2023-08-18,USQX92304263,"3,787",22,11614161,2375,2311705,55,3113363,29826,49,63079,1218414,98142716,3,118584,3,15,237120,1,11488894,1262,311403,0
Sï¿½ï¿½,Sï¿½ï¿½,Anuel AA,2021-11-18,QMDA62184373,"3,771",22,200764254,45002,9737159,57,217898959,1101215,21898,1749382,28799405,206809601,35,2877,24,4,42446,5,12777518,1196,447896,1
Bachke Bachke (feat. Yarah),Making Memories,Karan Aujla,2023-08-18,CAW112300246,"3,779",22,53303131,6899,2394704,61,78846057,671469,47600,1633000,24708801,13938421,3,7,86,15,237120,1,12987,7832,88579,0
Fed Up,ANTI-ICON,Ghostemane,2020-10-21,ZZOPM2003235,"3,785",22,219841054,71843,10101641,64,128686770,2638466,942400,98450996,1206875855,19927196,3,9,9,1,18907,17,7734384,6674,1998537,1
"Udd Jaa Kaale Kaava (From ""Gadar 2"")","Udd Jaa Kaale Kaava (From ""Gadar 2"") - Single",Udit Narayan,2023-06-29,INZ031413259,"3,774",22,4527224,392,329325,67,179686266,2633829,182200,26534406,265917250,87239915,4,278,86,15,237120,2,12735768,7832,24030,0
Be The One,Be The One,Eli Brown,2023-03-31,GBUM72302199,"3,777",22,75309953,34283,39325226,67,9963983,111125,4789,2241743,22133936,61165,20,3716,39,14,152042,22,827038,257,330883,0
Top 10 staTues tHat CriEd bloOd,POST HUMAN: NeX GEn,Bring Me The Horizon,2024-05-24,GBARL2400277,"3,788",22,13330547,1675,21053939,73,35472,3979,182200,26534406,265917250,98142716,23,1603,1,13,359329,43,337651,47,18299,0
Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,MC PH,2023-04-07,BXG6R2300280,"3,801",22,131981248,15020,12049822,65,127960114,714022,27489,2506579,33156781,3350968,8,2,86,12,221427,3,229,7832,99846,1
Last Time I Saw You,Last Time I Saw You,Nicki Minaj,2023-09-01,USUM72312706,"3,818",22,66513420,12490,4973699,67,15485803,395896,31322,8225518,87668727,39600226,27,38078,39,13,357821,15,15827496,2448,356162,0
Precision,Precision,Big Sean,2024-03-22,USUM72400673,"3,795",22,7569031,2152,10280933,67,1937815,74131,182200,26534406,265917250,1563442,23,26501,215,8,112913,32,12735768,7832,123954,1
